order_date,total_sales,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_holiday_season,total_sales_lag_1,total_sales_lag_7,total_sales_lag_14,total_sales_lag_30,total_sales_roll_mean_7,total_sales_roll_std_7,total_sales_roll_mean_30,total_sales_roll_std_30
2015-11-21,1121.1625,2015,11,21,5,325,47,4,1,0,0,1,574.2605000000001,702.4405,1119.9505,223.808,1912.2266428571427,1196.0783508835145,1348.6897233333334,1315.1639790780216
2015-11-22,928.8185,2015,11,22,6,326,47,4,1,0,0,1,1121.1625,1404.977,333.576,0.0,1972.0440714285717,1134.3701352183823,1378.60154,1298.8005170108925
2015-11-23,1260.0005,2015,11,23,0,327,48,4,0,0,0,1,928.8185,1355.9285,1370.7665000000002,56.49,1904.0214285714285,1187.0929893263926,1409.5621566666666,1275.6689454083048
2015-11-24,3765.822000000001,2015,11,24,1,328,48,4,0,0,0,1,1260.0005,3560.6505,1803.5915,103.882,1890.3174285714288,1195.0021682423305,1449.6791733333334,1250.3225744790577
2015-11-25,2816.338,2015,11,25,2,329,48,4,0,0,0,1,3765.822000000001,3137.972,5185.912,447.88,1919.6276428571432,1244.2984837472593,1571.74384,1292.4481413410267
2015-11-26,1537.5505,2015,11,26,3,330,48,4,0,0,0,1,2816.338,2649.3575000000005,773.2257000000001,22.32,1873.679928571429,1196.8444931585186,1650.69244,1293.767580158525
2015-11-27,203.66,2015,11,27,4,331,48,4,0,0,0,1,1537.5505,574.2605000000001,0.0,1394.2245000000005,1714.8503571428575,1149.589775632767,1701.2001233333333,1257.0610978152301
2015-11-28,1782.6205000000002,2015,11,28,5,332,48,4,1,0,0,1,203.66,1121.1625,702.4405,578.5005000000001,1661.907428571429,1217.4064174123562,1661.5146400000003,1285.5566319641446
2015-11-29,573.7645000000001,2015,11,29,6,333,48,4,1,0,0,1,1782.6205000000002,928.8185,1404.977,0.0,1756.4014285714288,1193.8825365536545,1701.6519733333334,1269.2712625713677
2015-11-30,219.154,2015,11,30,0,334,49,4,0,0,1,1,573.7645000000001,1260.0005,1355.9285,3095.0475,1705.679428571429,1241.495107971079,1720.7774566666667,1246.871585795577
2015-12-01,2575.3460000000005,2015,12,1,1,335,49,4,0,1,0,1,219.154,3765.822000000001,3560.6505,2642.9895,1556.9870714285719,1360.4057508457252,1624.91434,1248.123232918317
2015-12-02,1388.5285,2015,12,2,2,336,49,4,0,0,0,1,2575.3460000000005,2816.338,3137.972,1787.7670000000005,1386.9190714285717,1084.7322353896625,1622.659556666667,1246.2803597719894
2015-12-03,505.88,2015,12,3,3,337,49,4,0,0,0,1,1388.5285,1537.5505,2649.3575000000005,2056.4480000000003,1182.946285714286,887.4489629154679,1609.3516066666666,1246.588049054288
2015-12-04,129.98,2015,12,4,4,338,49,4,0,0,0,1,505.88,203.66,574.2605000000001,2963.6175000000003,1035.5647857142858,904.2510189234364,1557.6660066666668,1259.489271445064
2015-12-05,2351.2585,2015,12,5,5,339,49,4,1,0,0,1,129.98,1782.6205000000002,1121.1625,1115.1085,1025.0390714285716,915.9022990416538,1463.2114233333334,1256.665280707261
2015-12-06,1210.2885,2015,12,6,6,340,49,4,1,0,0,1,2351.2585,573.7645000000001,928.8185,0.0,1106.2730714285715,1014.2318719808538,1504.4164233333333,1265.0955750825462
2015-12-07,548.4,2015,12,7,0,341,50,4,0,0,0,1,1210.2885,219.154,1260.0005,1119.9505,1197.2050714285713,986.6923846213607,1544.7593733333335,1234.3915639413553
2015-12-08,991.8405,2015,12,8,1,342,50,4,0,0,0,1,548.4,2575.3460000000005,3765.822000000001,333.576,1244.2402142857143,938.9931807493277,1525.70769,1245.5345602645589
2015-12-09,943.3165,2015,12,9,2,343,50,4,0,0,0,1,991.8405,1388.5285,2816.338,1370.7665000000002,1018.0251428571429,733.0187985517907,1547.6498400000003,1229.5040541427036
2015-12-10,573.336,2015,12,10,3,344,50,4,0,0,0,1,943.3165,505.88,1537.5505,1803.5915,954.4234285714286,714.5968270552659,1533.4015066666666,1234.0928117898454
2015-12-11,0.0,2015,12,11,4,345,50,4,0,0,0,1,573.336,129.98,203.66,5185.912,964.0600000000001,707.9639971734682,1492.39299,1245.1954446598456
2015-12-12,1564.1495000000002,2015,12,12,5,346,50,4,1,0,0,1,0.0,2351.2585,1782.6205000000002,773.2257000000001,945.4914285714286,734.6866477223155,1319.529256666667,1061.123952214868
2015-12-13,293.152,2015,12,13,6,347,50,4,1,0,0,1,1564.1495000000002,1210.2885,573.7645000000001,0.0,833.0472857142857,509.3521662267729,1345.8933833333333,1056.8997716015992
2015-12-14,1142.3385,2015,12,14,0,348,51,4,0,0,0,1,293.152,548.4,219.154,702.4405,702.0277857142856,514.0770038879449,1355.6651166666668,1045.318752027109
2015-12-15,1001.8265,2015,12,15,1,349,51,4,0,0,0,1,1142.3385,991.8405,2575.3460000000005,1404.977,786.8761428571428,533.1554367100438,1370.3283833333335,1038.9053093276275
2015-12-16,2522.5965,2015,12,16,2,350,51,4,0,0,0,1,1001.8265,943.3165,1388.5285,1355.9285,788.3027142857143,533.8082272307531,1356.8900333333336,1041.046861123315
2015-12-17,45.534,2015,12,17,3,351,51,4,0,0,0,1,2522.5965,573.336,505.88,3560.6505,1013.9141428571429,850.2106979299175,1395.778966666667,1062.5778448139529
2015-12-18,0.0,2015,12,18,4,352,51,4,0,0,0,1,45.534,0.0,129.98,3137.972,938.5138571428571,916.6064190591715,1278.6084166666667,1008.0315948959734
2015-12-19,2034.381,2015,12,19,5,353,51,4,1,0,0,1,0.0,1564.1495000000002,2351.2585,2649.3575000000005,938.5138571428571,916.6064190591715,1174.00935,970.5505156364932
2015-12-20,4453.0315,2015,12,20,6,354,51,4,1,0,0,1,2034.381,293.152,1210.2885,574.2605000000001,1005.6897857142858,984.7944425350429,1153.5101333333334,944.4586384868851
2015-12-21,1036.8010000000002,2015,12,21,0,355,52,4,0,0,0,1,4453.0315,1142.3385,548.4,1121.1625,1599.9582857142857,1566.4870471123934,1282.8025000000002,1112.900483570119
2015-12-22,798.968,2015,12,22,1,356,52,4,0,0,0,1,1036.8010000000002,1001.8265,991.8405,928.8185,1584.8815,1572.1232514516266,1279.99045,1113.4294509220028
2015-12-23,942.108,2015,12,23,2,357,52,4,0,0,0,1,798.968,2522.5965,943.3165,1260.0005,1555.9017142857142,1586.4665773938184,1275.6621000000002,1115.092820378942
2015-12-24,1632.4665,2015,12,24,3,358,52,4,0,0,0,1,942.108,45.534,573.336,3765.822000000001,1330.117642857143,1537.6742174313868,1265.0656833333335,1116.7559618930472
2015-12-25,0.0,2015,12,25,4,359,52,4,0,0,0,1,1632.4665,0.0,0.0,2816.338,1556.822285714286,1429.9269634022069,1193.9538333333335,1015.3420830492465
2015-12-26,1941.4965,2015,12,26,5,360,52,4,1,0,0,1,0.0,2034.381,1564.1495000000002,1537.5505,1556.822285714286,1429.9269634022069,1100.0759,990.0482434010781
2015-12-27,2253.6910000000003,2015,12,27,6,361,52,4,1,0,0,1,1941.4965,4453.0315,293.152,203.66,1543.5530714285712,1425.1798801788566,1113.5407666666667,998.9103671262021
2015-12-28,1242.177,2015,12,28,0,362,53,4,0,0,0,1,2253.6910000000003,1036.8010000000002,1142.3385,1782.6205000000002,1229.3615714285713,767.57662003729,1181.8751333333335,1004.6239251752628
2015-12-29,1804.7845,2015,12,29,1,363,53,4,0,0,0,1,1242.177,798.968,1001.8265,573.7645000000001,1258.7009999999998,762.9004142989992,1163.86035,998.3056861502482
2015-12-30,2098.183,2015,12,30,2,364,53,4,0,0,0,1,1804.7845,942.108,2522.5965,219.154,1402.3890714285715,756.5746468362878,1204.89435,998.5138961991883
2015-12-31,2888.0235,2015,12,31,3,365,53,4,0,0,1,1,2098.183,1632.4665,45.534,2575.3460000000005,1567.5426428571427,765.4815247764926,1267.52865,993.4693465706447
2016-01-01,0.0,2016,1,1,4,1,53,1,0,1,0,0,2888.0235,0.0,0.0,1388.5285,1746.9079285714283,915.6075428792003,1277.9512333333334,1009.1788632913206
2016-01-02,1244.7365,2016,1,2,5,2,53,1,1,0,0,0,0.0,1941.4965,2034.381,505.88,1746.9079285714283,915.6075428792003,1231.66695,1035.4323158696632
2016-01-03,916.4645,2016,1,3,6,3,53,1,1,0,0,0,1244.7365,2253.6910000000003,4453.0315,129.98,1647.3707857142856,928.7070732429964,1256.2955,1026.3206713666968
2016-01-04,264.46000000000004,2016,1,4,0,4,1,1,0,0,0,0,916.4645,1242.177,1036.8010000000002,2351.2585,1456.3384285714287,920.6996645002937,1282.5116500000001,1006.409963103045
2016-01-05,295.272,2016,1,5,1,5,1,1,0,0,0,0,264.46000000000004,1804.7845,798.968,1210.2885,1316.6645714285712,1026.6673268142672,1212.9517,1002.1016042938656
2016-01-06,31.538,2016,1,6,2,6,1,1,0,0,0,0,295.272,2098.183,942.108,548.4,1101.0199285714284,1064.8738764158663,1182.4511499999999,1016.0138739069465
2016-01-07,0.0,2016,1,7,3,7,1,1,0,0,0,0,31.538,2888.0235,1632.4665,991.8405,805.7849285714286,1028.1901335180119,1165.2224166666667,1031.4020739721761
2016-01-08,0.0,2016,1,8,4,8,1,1,0,0,0,0,0.0,0.0,0.0,943.3165,393.21014285714284,494.1484105847092,1132.1610666666666,1052.8255465566986
2016-01-09,364.07,2016,1,9,5,9,1,1,1,0,0,0,0.0,1244.7365,1941.4965,573.336,393.21014285714284,494.1484105847092,1100.7171833333334,1072.5617446985607
2016-01-10,500.6405000000001,2016,1,10,6,10,1,1,1,0,0,0,364.07,916.4645,2253.6910000000003,0.0,267.4006428571429,324.05033278935906,1093.74165,1076.7820931504446
2016-01-11,0.0,2016,1,11,0,11,2,1,0,0,0,0,500.6405000000001,264.46000000000004,1242.177,1564.1495000000002,207.9972142857143,199.36034297804304,1110.4296666666667,1063.0384897163271
2016-01-12,747.496,2016,1,12,1,12,2,1,0,0,0,0,0.0,295.272,1804.7845,293.152,170.2172142857143,211.5619587315332,1058.29135,1078.2667177472458
2016-01-13,622.278,2016,1,13,2,13,2,1,0,0,0,0,747.496,31.538,2098.183,1142.3385,234.8206428571429,304.67131207728494,1073.43615,1070.3107653627928
2016-01-14,0.0,2016,1,14,3,14,2,1,0,0,0,0,622.278,0.0,2888.0235,1001.8265,319.21207142857145,320.38872967595245,1056.1008,1073.363543690329
2016-01-15,0.0,2016,1,15,4,15,2,1,0,0,0,0,0.0,0.0,0.0,2522.5965,319.21207142857145,320.38872967595245,1022.7065833333332,1090.5569219392244
2016-01-16,0.0,2016,1,16,5,16,2,1,1,0,0,0,0.0,364.07,1244.7365,45.534,319.21207142857145,320.38872967595245,938.6200333333333,1067.9380738285286
2016-01-17,350.384,2016,1,17,6,17,2,1,1,0,0,0,0.0,500.6405000000001,916.4645,0.0,267.2020714285714,340.79379413124667,937.1022333333333,1069.2826462404669
2016-01-18,0.0,2016,1,18,0,18,3,1,0,0,0,0,350.384,0.0,264.46000000000004,2034.381,245.73685714285713,328.13688862192515,948.7817,1060.572086030384
2016-01-19,301.742,2016,1,19,1,19,3,1,0,0,0,0,0.0,747.496,295.272,4453.0315,245.73685714285713,328.13688862192515,880.9689999999999,1053.782764795053
2016-01-20,0.0,2016,1,20,2,20,3,1,0,0,0,0,301.742,622.278,31.538,1036.8010000000002,182.0577142857143,248.00269218546725,742.5926833333334,813.7761830988665
2016-01-21,0.0,2016,1,21,3,21,3,1,0,0,0,0,0.0,0.0,0.0,798.968,93.16085714285714,159.72088409413175,708.03265,822.8162758815976
2016-01-22,0.0,2016,1,22,4,22,3,1,0,0,0,0,0.0,0.0,0.0,942.108,93.16085714285714,159.72088409413175,681.4003833333334,832.6429619107655
2016-01-23,43.66,2016,1,23,5,23,3,1,1,0,0,0,0.0,0.0,364.07,1632.4665,93.16085714285714,159.72088409413175,649.9967833333334,840.2029146703594
2016-01-24,13.12,2016,1,24,6,24,3,1,1,0,0,0,43.66,350.384,500.6405000000001,0.0,99.39800000000001,156.2922693716323,597.0365666666665,826.0947013210553
2016-01-25,0.0,2016,1,25,0,25,4,1,0,0,0,0,13.12,0.0,0.0,1941.4965,51.21742857142857,111.62734852902577,597.4739000000001,825.7711415450183
2016-01-26,182.72,2016,1,26,1,26,4,1,0,0,0,0,0.0,301.742,747.496,2253.6910000000003,51.21742857142857,111.62734852902577,532.7573500000001,792.2027937123017
2016-01-27,1269.9725,2016,1,27,2,27,4,1,0,0,0,0,182.72,0.0,622.278,1242.177,34.214285714285715,67.41736543284902,463.72498333333334,724.4003992331764
2016-01-28,500.6405000000001,2016,1,28,3,28,4,1,0,0,0,0,1269.9725,0.0,0.0,1804.7845,215.63892857142858,469.5377241763477,464.6515,725.4474000455151
2016-01-29,0.0,2016,1,29,4,29,4,1,0,0,0,0,500.6405000000001,0.0,0.0,2098.183,287.15900000000005,469.3459900807913,421.1800333333333,680.0250927104189
2016-01-30,742.3045000000001,2016,1,30,5,30,4,1,1,0,0,0,0.0,43.66,0.0,2888.0235,287.15900000000005,469.3459900807913,351.2406,605.4037585457654
2016-01-31,99.26,2016,1,31,6,31,4,1,1,0,1,0,742.3045000000001,13.12,350.384,0.0,386.96535714285716,483.0200912170332,279.71663333333333,380.24904601651497
2016-02-01,0.0,2016,2,1,0,32,5,1,0,1,0,0,99.26,0.0,0.0,1244.7365,399.2710714285715,472.89964727531844,283.0253,378.1573088195164
2016-02-02,0.0,2016,2,2,1,33,5,1,0,0,0,0,0.0,182.72,301.742,916.4645,399.2710714285715,472.89964727531844,241.53408333333337,334.8007545729148
2016-02-03,492.836,2016,2,3,2,34,5,1,0,0,0,0,0.0,1269.9725,0.0,264.46000000000004,373.1682142857144,491.52110267421176,210.9852666666667,312.1375444328785
2016-02-04,0.0,2016,2,4,3,35,5,1,0,0,0,0,492.836,500.6405000000001,0.0,295.272,262.14871428571433,309.12325283100756,218.5978,316.244521367617
2016-02-05,0.0,2016,2,5,4,36,5,1,0,0,0,0,0.0,0.0,0.0,31.538,190.6286428571429,302.5945815976019,208.7554,318.36366115856936
2016-02-06,1494.2530000000002,2016,2,6,5,37,5,1,1,0,0,0,0.0,742.3045000000001,43.66,0.0,190.6286428571429,302.5945815976019,207.70413333333332,319.0204218390518
2016-02-07,324.11,2016,2,7,6,38,5,1,1,0,0,0,1494.2530000000002,99.26,13.12,0.0,298.04985714285715,557.329327702641,257.51256666666666,393.44137868322395
2016-02-08,129.09199999999998,2016,2,8,0,39,6,1,0,0,0,0,324.11,0.0,0.0,364.07,330.1712857142857,550.3991124074478,268.31623333333334,390.56582981161046
2016-02-09,785.5519999999999,2016,2,9,1,40,6,1,0,0,0,0,129.09199999999998,0.0,182.72,500.6405000000001,348.613,539.5483019906574,260.48363333333333,390.9353271194665
2016-02-10,77.24,2016,2,10,2,41,6,1,0,0,0,0,785.5519999999999,492.836,1269.9725,0.0,460.83471428571426,536.6412356713806,269.9806833333334,400.31875747553363
2016-02-11,0.0,2016,2,11,3,42,6,1,0,0,0,0,77.24,0.0,500.6405000000001,747.496,401.46385714285714,555.1800648937943,272.55535,398.7678719117276
2016-02-12,0.0,2016,2,12,4,43,6,1,0,0,0,0,0.0,0.0,0.0,622.278,401.4638571428572,555.1800648937943,247.63881666666668,391.3527134401423
2016-02-13,0.0,2016,2,13,5,44,6,1,1,0,0,0,0.0,1494.2530000000002,742.3045000000001,0.0,401.4638571428572,555.1800648937943,226.89621666666667,387.28116158234326
2016-02-14,954.6125000000002,2016,2,14,6,45,6,1,1,0,0,0,0.0,324.11,99.26,0.0,187.99914285714286,287.91325512581807,226.89621666666667,387.28116158234326
2016-02-15,1362.2410000000002,2016,2,15,0,46,7,1,0,0,0,0,954.6125000000002,129.09199999999998,0.0,0.0,278.0709285714286,410.23238184965027,258.71663333333333,406.7248147795418
2016-02-16,160.43,2016,2,16,1,47,7,1,0,0,0,0,1362.2410000000002,785.5519999999999,0.0,350.384,454.2350714285714,569.4642260831994,304.1246666666667,450.528510349476
2016-02-17,0.0,2016,2,17,2,48,7,1,0,0,0,0,160.43,77.24,492.836,0.0,364.9319285714286,557.7427994905335,297.79286666666667,451.19029172518316
2016-02-18,105.844,2016,2,18,3,49,7,1,0,0,0,0,0.0,0.0,0.0,301.742,353.89764285714284,565.0985991840076,297.79286666666667,451.19029172518316
2016-02-19,0.0,2016,2,19,4,50,7,1,0,0,0,0,105.844,0.0,0.0,0.0,369.0182142857143,555.3835322175926,291.26293333333336,452.54671208483427
2016-02-20,316.78000000000003,2016,2,20,5,51,7,1,1,0,0,0,0.0,0.0,1494.2530000000002,0.0,369.0182142857143,555.3835322175926,291.26293333333336,452.54671208483427
2016-02-21,549.7605000000001,2016,2,21,6,52,7,1,1,0,0,0,316.78000000000003,954.6125000000002,324.11,0.0,414.27250000000004,532.7482118035858,301.82226666666674,449.1996449889983
2016-02-22,79.36,2016,2,22,0,53,8,1,0,0,0,0,549.7605000000001,1362.2410000000002,129.09199999999998,43.66,356.4365000000001,484.06242802478647,320.14761666666675,447.6733508972267
2016-02-23,37.776,2016,2,23,1,54,8,1,0,0,0,0,79.36,160.43,785.5519999999999,13.12,173.1677857142857,198.29075811878613,321.3376166666667,446.95993167532
2016-02-24,0.0,2016,2,24,2,55,8,1,0,0,0,0,37.776,0.0,77.24,0.0,155.64578571428572,204.91253808960286,322.1594833333333,446.3959531414712
2016-02-25,25.87,2016,2,25,3,56,8,1,0,0,0,0,0.0,105.844,0.0,182.72,155.64578571428572,204.91253808960286,322.1594833333333,446.3959531414712
2016-02-26,0.0,2016,2,26,4,57,8,1,0,0,0,0,25.87,0.0,0.0,1269.9725,144.2209285714286,210.31037966547737,316.93115000000006,448.996393764403
2016-02-27,1120.9915,2016,2,27,5,58,8,1,1,0,0,0,0.0,316.78000000000003,0.0,500.6405000000001,144.2209285714286,210.31037966547737,274.59873333333337,414.592929593347
2016-02-28,551.264,2016,2,28,6,59,8,1,1,0,0,0,1120.9915,549.7605000000001,954.6125000000002,0.0,259.1082857142857,427.6472684015682,295.2771,440.8921054401051
2016-02-29,0.0,2016,2,29,0,60,9,1,0,0,1,0,551.264,79.36,1362.2410000000002,742.3045000000001,259.32307142857144,427.8179219049118,313.6525666666667,439.64721768291474
2016-03-01,914.8165,2016,3,1,1,61,9,1,0,1,0,0,0.0,37.776,160.43,99.26,247.98592857142862,434.3829106633577,288.90908333333334,435.56023606843354
2016-03-02,612.6805,2016,3,2,2,62,9,1,0,0,0,0,914.8165,0.0,0.0,0.0,373.2774285714286,486.9497160170003,316.0943,448.5721061226678
2016-03-03,0.0,2016,3,3,3,63,9,1,0,0,0,0,612.6805,25.87,105.844,0.0,460.8032142857143,463.15451081837284,336.5169833333333,447.63078555228014
2016-03-04,0.0,2016,3,4,4,64,9,1,0,0,0,0,0.0,0.0,0.0,492.836,457.1075000000001,467.2882227325032,336.5169833333333,447.63078555228014
2016-03-05,1906.5075,2016,3,5,5,65,9,1,1,0,0,0,0.0,1120.9915,316.78000000000003,0.0,457.1075000000001,467.2882227325032,320.0891166666667,450.72883835627795
2016-03-06,935.9005,2016,3,6,6,66,9,1,1,0,0,0,1906.5075,551.264,549.7605000000001,0.0,569.3240714285714,693.0632704220593,383.63936666666666,531.252433736303
2016-03-07,720.2105000000001,2016,3,7,0,67,10,1,0,0,0,0,935.9005,0.0,79.36,1494.2530000000002,624.2721428571429,706.5098794752586,414.83605,535.4103004939558
2016-03-08,1921.3975000000005,2016,3,8,1,68,10,1,0,0,0,0,720.2105000000001,914.8165,37.776,324.11,727.1593571428572,650.6823683329635,389.0346333333334,499.012912419526
2016-03-09,478.008,2016,3,9,2,69,10,1,0,0,0,0,1921.3975000000005,612.6805,0.0,129.09199999999998,870.956642857143,794.4150038124875,442.27755,571.757098713567
2016-03-10,90.932,2016,3,10,3,70,10,1,0,0,0,0,478.008,0.0,25.87,785.5519999999999,851.7177142857144,803.2934608058293,453.9080833333334,568.7073247380679
2016-03-11,0.0,2016,3,11,4,71,10,1,0,0,0,0,90.932,0.0,0.0,77.24,864.708,787.810564223512,430.75408333333337,568.8795197955357
2016-03-12,51.016000000000005,2016,3,12,5,72,10,1,1,0,0,0,0.0,1906.5075,1120.9915,0.0,864.708,787.810564223512,428.1794166666667,570.7064992162143
2016-03-13,970.3605,2016,3,13,6,73,10,1,1,0,0,0,51.016000000000005,935.9005,551.264,0.0,599.6377857142859,684.200976049976,429.8799500000001,569.4613066927833
2016-03-14,536.6005000000001,2016,3,14,0,74,11,1,0,0,0,0,970.3605,720.2105000000001,0.0,0.0,604.560642857143,687.141291872575,462.22530000000006,571.7557658682756
2016-03-15,16.776,2016,3,15,1,75,11,1,0,0,0,0,536.6005000000001,1921.3975000000005,914.8165,954.6125000000002,578.330642857143,685.4933176476957,480.1119833333334,565.1522973713667
2016-03-16,1375.9005000000002,2016,3,16,2,76,11,1,0,0,0,0,16.776,478.008,612.6805,1362.2410000000002,306.24185714285716,368.0342860423846,448.8507666666667,563.937146186187
2016-03-17,48.84,2016,3,17,3,77,11,1,0,0,0,0,1375.9005000000002,90.932,0.0,160.43,434.5122142857143,549.5738389838134,449.30608333333333,564.7050286146247
2016-03-18,0.0,2016,3,18,4,78,11,1,0,0,0,0,48.84,0.0,0.0,0.0,428.4990714285715,554.1707039933219,445.5864166666667,567.0361517913419
2016-03-19,1807.601,2016,3,19,5,79,11,1,1,0,0,0,0.0,51.016000000000005,1906.5075,105.844,428.4990714285715,554.1707039933219,445.5864166666667,567.0361517913419
2016-03-20,102.52,2016,3,20,6,80,11,1,1,0,0,0,1807.601,970.3605,935.9005,0.0,679.4397857142858,725.8628176817616,502.31165000000004,614.9711565521114
2016-03-21,808.9395000000002,2016,3,21,0,81,12,1,0,0,0,0,102.52,536.6005000000001,720.2105000000001,316.78000000000003,555.4625714285714,741.829956938833,505.7289833333334,612.3629249292948
2016-03-22,1494.0885,2016,3,22,1,82,12,1,0,0,0,0,808.9395000000002,16.776,1921.3975000000005,549.7605000000001,594.3681428571429,747.7933517170555,522.1343,613.7174198018068
2016-03-23,633.302,2016,3,23,2,83,12,1,0,0,0,0,1494.0885,1375.9005000000002,478.008,79.36,805.4127857142859,765.8627520482416,553.6119,638.8845249553649
2016-03-24,412.95,2016,3,24,3,84,12,1,0,0,0,0,633.302,48.84,90.932,37.776,699.3272857142857,723.954589630908,572.0766333333333,632.6800386170065
2016-03-25,0.0,2016,3,25,4,85,12,1,0,0,0,0,412.95,0.0,0.0,0.0,751.343,681.2488882259441,584.5824333333334,625.4209389190856
2016-03-26,131.16,2016,3,26,5,86,12,1,1,0,0,0,0.0,1807.601,51.016000000000005,25.87,751.343,681.2488882259441,584.5824333333334,625.4209389190856
2016-03-27,83.7,2016,3,27,6,87,12,1,1,0,0,0,131.16,102.52,970.3605,0.0,511.8514285714286,524.7305320641926,588.0921,622.4659514687729
2016-03-28,243.344,2016,3,28,0,88,13,1,0,0,0,0,83.7,808.9395000000002,536.6005000000001,1120.9915,509.1628571428572,527.219691105989,590.8821,619.9215053442408
2016-03-29,892.8005,2016,3,29,1,89,13,1,0,0,0,0,243.344,1494.0885,16.776,551.264,428.3635,516.8586996698598,561.6271833333334,614.7292300306407
2016-03-30,571.224,2016,3,30,2,90,13,1,0,0,0,0,892.8005,633.302,1375.9005000000002,0.0,342.4652142857143,324.3300365034405,573.0117333333334,617.686140927128
2016-03-31,200.716,2016,3,31,3,91,13,1,0,0,1,0,571.224,412.95,48.84,914.8165,333.5969285714286,315.78839332328863,592.0525333333334,608.1439564043683
2016-04-01,0.0,2016,4,1,4,92,13,2,0,1,0,0,200.716,0.0,0.0,612.6805,303.2777857142857,317.0855653221326,568.2491833333333,609.0496497407298
2016-04-02,299.22,2016,4,2,5,93,13,2,1,0,0,0,0.0,131.16,1807.601,0.0,303.2777857142857,317.0855653221326,547.8265,617.718918676976
2016-04-03,0.0,2016,4,3,6,94,13,2,1,0,0,0,299.22,83.7,102.52,0.0,327.2863571428571,308.11701980615715,557.8005,610.946978615762
2016-04-04,1241.823,2016,4,4,0,95,14,2,0,0,0,0,0.0,243.344,808.9395000000002,1906.5075,315.32921428571433,320.51984355989003,557.8005,610.946978615762
2016-04-05,2472.8115000000003,2016,4,5,1,96,14,2,0,0,0,0,1241.823,892.8005,1494.0885,935.9005,457.9690714285715,470.31616717998406,535.64435,571.1023662358282
2016-04-06,140.004,2016,4,6,2,97,14,2,0,0,0,0,2472.8115000000003,571.224,633.302,720.2105000000001,683.6849285714286,898.2447593504443,586.8747166666668,668.8191997390254
2016-04-07,907.436,2016,4,7,3,98,14,2,0,0,0,0,140.004,200.716,412.95,1921.3975000000005,622.0820714285716,921.7229332237197,567.5345,673.2051033245064
2016-04-08,0.0,2016,4,8,4,99,14,2,0,0,0,0,907.436,0.0,0.0,478.008,723.0420714285716,906.4551874364986,533.7357833333333,626.7393901721244
2016-04-09,757.992,2016,4,9,5,100,14,2,1,0,0,0,0.0,299.22,131.16,90.932,723.0420714285716,906.4551874364986,517.8021833333333,634.2363734529805
2016-04-10,169.54199999999997,2016,4,10,6,101,14,2,1,0,0,0,757.992,0.0,83.7,0.0,788.5809285714287,887.0827655571591,540.0375166666668,630.4365821170351
2016-04-11,1189.0185,2016,4,11,0,102,15,2,0,0,0,0,169.54199999999997,1241.823,243.344,51.016000000000005,812.8012142857143,863.9770402226112,545.6889166666667,626.1741108778045
2016-04-12,0.0,2016,4,12,1,103,15,2,0,0,0,0,1189.0185,2472.8115000000003,892.8005,970.3605,805.2577142857143,859.8274418837326,583.6223333333332,629.6339887033108
2016-04-13,2873.1470000000004,2016,4,13,2,104,15,2,0,0,0,0,0.0,140.004,571.224,536.6005000000001,451.99892857142856,488.19076689244923,551.2769833333334,633.9909659041127
2016-04-14,35.208,2016,4,14,3,105,15,2,0,0,0,0,2873.1470000000004,907.436,200.716,16.776,842.4479285714286,1010.5646562190885,629.1618666666667,762.6016071175557
2016-04-15,0.0,2016,4,15,4,106,15,2,0,0,0,0,35.208,0.0,0.0,1375.9005000000002,717.8439285714286,1054.0537068491994,629.7762666666666,762.0984764312125
2016-04-16,2434.8060000000005,2016,4,16,5,107,15,2,1,0,0,0,0.0,757.992,299.22,48.84,717.8439285714285,1054.0537068491994,583.9129166666667,757.0323619438253
2016-04-17,1514.7770000000005,2016,4,17,6,108,15,2,1,0,0,0,2434.8060000000005,169.54199999999997,0.0,0.0,957.388785714286,1239.0083412777428,663.4451166666666,821.4701490694417
2016-04-18,1560.4305000000002,2016,4,18,0,109,16,2,0,0,0,0,1514.7770000000005,1189.0185,1241.823,1807.601,1149.5652142857145,1200.1601715541933,713.9376833333333,825.8267444297206
2016-04-19,329.96,2016,4,19,1,110,16,2,0,0,0,0,1560.4305000000002,0.0,2472.8115000000003,102.52,1202.6240714285718,1210.3617674971003,705.6986666666668,815.710368207247
2016-04-20,1099.9865000000002,2016,4,20,2,111,16,2,0,0,0,0,329.96,2873.1470000000004,140.004,808.9395000000002,1249.7612142857145,1161.1444212527242,713.2800000000001,810.9540886378855
2016-04-21,893.0899999999999,2016,4,21,3,112,16,2,0,0,0,0,1099.9865000000002,35.208,907.436,1494.0885,996.4525714285717,915.3717257663895,722.9815666666667,813.8736038401526
2016-04-22,152.916,2016,4,22,4,113,16,2,0,0,0,0,893.0899999999999,0.0,0.0,633.302,1119.0071428571432,817.4133707637743,702.9482833333334,801.5417912616251
2016-04-23,0.0,2016,4,23,5,114,16,2,1,0,0,0,152.916,2434.8060000000005,757.992,412.95,1140.852285714286,783.87949232189,686.9354166666668,807.7555238284993
2016-04-24,25.99,2016,4,24,6,115,16,2,1,0,0,0,0.0,1514.7770000000005,169.54199999999997,0.0,793.0228571428573,641.2400609158751,673.1704166666667,816.0613694671869
